[0, 1, 2, 3, 9, 10, 11, 12]
[0, 1, 2, 3, 9, 10, 11, 15]
[0, 1, 2, 3, 9, 10, 11, 16]
[0, 1, 2, 3, 9, 10, 11, 24]
[0, 1, 2, 3, 9, 10, 12, 17]
[0, 1, 2, 3, 9, 10, 14, 17]
[0, 1, 2, 3, 9, 10, 14, 20]
[0, 1, 2, 3, 9, 10, 14, 23]
[0, 1, 2, 3, 9, 10, 14, 24]
[0, 1, 2, 3, 9, 10, 15, 17]
[0, 1, 2, 3, 9, 10, 15, 21]
[0, 1, 2, 3, 9, 10, 15, 24]
[0, 1, 2, 3, 9, 10, 15, 26]
[0, 1, 2, 3, 9, 10, 16, 17]
[0, 1, 2, 3, 9, 10, 17, 23]
[0, 1, 2, 3, 9, 10, 17, 24]
[0, 1, 2, 3, 9, 12, 13, 19]
[0, 1, 2, 3, 9, 13, 14, 21]
[0, 1, 2, 3, 9, 13, 16, 19]
[0, 1, 2, 3, 9, 13, 16, 21]
[0, 1, 2, 3, 9, 13, 16, 24]
[0, 1, 2, 3, 9, 13, 19, 22]
[0, 1, 2, 3, 9, 13, 21, 25]
[0, 1, 2, 3, 9, 13, 21, 26]
[0, 1, 2, 3, 9, 15, 16, 20]
[0, 1, 2, 3, 9, 15, 19, 22]
[0, 1, 2, 3, 9, 15, 19, 26]
[0, 1, 2, 3, 9, 15, 21, 24]
[0, 1, 2, 3, 9, 15, 21, 25]
[0, 1, 2, 3, 9, 15, 22, 26]
[0, 1, 2, 3, 9, 16, 17, 21]
[0, 1, 2, 3, 9, 16, 17, 24]
[0, 1, 2, 3, 9, 16, 17, 25]
[0, 1, 2, 3, 9, 16, 20, 23]
[0, 1, 2, 3, 9, 16, 20, 25]
[0, 1, 2, 3, 9, 16, 21, 24]
[0, 1, 2, 3, 9, 16, 21, 26]
[0, 1, 2, 3, 9, 16, 24, 26]
[0, 1, 2, 3, 9, 21, 25, 26]
[0, 1, 2, 3, 10, 11, 16, 17]
[0, 1, 2, 3, 10, 11, 16, 24]
[0, 1, 2, 3, 10, 12, 13, 20]
